date,availability
2023/01/07,43.09592
2023/01/08,40.87224
2023/01/09,44.22727
2023/01/10,44.90586
2023/01/11,45.00621
2023/01/12,44.0501
2023/01/13,44.086
2023/01/14,42.03223
2023/01/15,41.16841
2023/01/16,44.20491
2023/01/17,44.091
2023/01/18,43.50045
2023/01/19,40.12424
2023/01/20,42.33072
2023/01/21,42.37225
2023/01/22,43.04329
2023/01/23,43.301
2023/01/24,43.301
2023/01/25,43.33308
2023/01/26,44.16009
2023/01/27,44.0981
2023/01/28,44.55396
2023/01/29,44.13302
2023/01/30,43.14479
2023/01/31,43.24595
2023/02/01,44.18679
2023/02/02,45.12583
2023/02/03,46.09766
2023/02/04,46.21268
2023/02/05,46.00679
2023/02/06,45.27323
2023/02/07,43.87148
2023/02/08,45.67729
2023/02/09,45.92479
2023/02/10,46.66649
2023/02/11,45.39646
2023/02/12,45.0359
2023/02/13,44.91259
2023/02/14,45.09
2023/02/15,44.5718
2023/02/16,43.44432
2023/02/17,44.10737
2023/02/18,42.78967
2023/02/19,42.11639
2023/02/20,41.93197
2023/02/21,41.95
2023/02/22,42.32118
2023/02/23,42.34573
2023/02/24,42.19938
2023/02/25,40.00156
2023/02/26,39.09301
2023/02/27,39.59396
2023/02/28,39.615
2023/03/01,39.51233
2023/03/02,39.615
2023/03/03,38.84447
2023/03/04,34.99024
2023/03/05,34.37244
2023/03/06,35.53012
2023/03/07,37.14251
2023/03/08,36.68276
2023/03/09,35.95138
2023/03/10,34.40802
2023/03/11,36.88371
2023/03/12,33.80247
2023/03/13,33.27634
2023/03/14,35.58575
2023/03/15,37.37965
2023/03/16,37.21985
2023/03/17,36.93712
2023/03/18,35.7926
2023/03/19,34.5353
2023/03/20,35.18173
2023/03/21,36.73839
2023/03/22,36.80233
2023/03/23,35.88412
2023/03/24,36.23523
2023/03/25,35.8252
2023/03/26,36.31856
2023/03/27,34.87925
2023/03/28,35.60459
2023/03/29,36.3075
2023/03/30,36.57742
2023/03/31,35.73711
2023/04/01,36.63611
2023/04/02,36.69063
2023/04/03,37.36658
2023/04/04,38.57565
2023/04/05,38.17049
2023/04/06,37.79556
2023/04/07,37.12689
2023/04/08,36.03821
2023/04/09,35.31139
2023/04/10,34.17874
2023/04/11,34.83918
2023/04/12,34.36597
2023/04/13,35.25928
2023/04/14,36.12708
2023/04/15,34.95835
2023/04/16,34.8516
2023/04/17,35.18092
2023/04/18,35.57311
2023/04/19,35.99479
2023/04/20,36.04921
2023/04/21,35.96862
2023/04/22,36.07133
2023/04/23,35.51037
2023/04/24,36.38233
2023/04/25,36.828
2023/04/26,37.34684
2023/04/27,38.97636
2023/04/28,38.86431
2023/04/29,38.13602
2023/04/30,37.34233
2023/05/01,38.15779
2023/05/02,37.483
2023/05/03,37.44933
2023/05/04,37.41378
2023/05/05,37.00331
2023/05/06,35.74893
2023/05/07,35.68
2023/05/08,35.97639
2023/05/09,35.96179
2023/05/10,35.88804
2023/05/11,36.28811
2023/05/12,36.49638
2023/05/13,34.74481
2023/05/14,35.51569
2023/05/15,37.10491
2023/05/16,37.0245
2023/05/17,36.945
2023/05/18,37.01625
2023/05/19,37.3264
2023/05/20,35.63439
2023/05/21,35.71702
2023/05/22,36.5333
2023/05/23,37.42665
2023/05/24,36.82579
2023/05/25,35.99252
2023/05/26,35.53427
2023/05/27,32.31088
2023/05/28,32.84554
2023/05/29,33.54608
2023/05/30,33.605
2023/05/31,33.94124
2023/06/01,33.73
2023/06/02,33.38557
2023/06/03,32.38854
2023/06/04,32.20479
2023/06/05,32.4
2023/06/06,32.4
2023/06/07,32.4
2023/06/08,31.84569
2023/06/09,31.84261
2023/06/10,31.64195
2023/06/11,31.75359
2023/06/12,33.02125
2023/06/13,31.9352
2023/06/14,32.22105
2023/06/15,32.27305
2023/06/16,32.50444
2023/06/17,32.34904
2023/06/18,32.02103
2023/06/19,32.42026
2023/06/20,33.10875
2023/06/21,35.38551
2023/06/22,34.99096
2023/06/23,35.57059
2023/06/24,35.38695
2023/06/25,35.21771
2023/06/26,36.63188
2023/06/27,36.47672
2023/06/28,35.69417
2023/06/29,35.5276
2023/06/30,35.29063
2023/07/01,36.12102
2023/07/02,34.21101
2023/07/03,35.91103
2023/07/04,36.09866
2023/07/05,35.70492
2023/07/06,35.82625
2023/07/07,36.82653
2023/07/08,35.77162
2023/07/09,34.99681
2023/07/10,34.27524
2023/07/11,32.79022
2023/07/12,32.266
2023/07/13,33.88465
2023/07/14,35.55104
2023/07/15,33.3882
2023/07/16,32.56888
2023/07/17,36.0265
2023/07/18,35.90808
2023/07/19,35.925
2023/07/20,36.11421
2023/07/21,36.56891
2023/07/22,36.1213
2023/07/23,34.74128
2023/07/24,36.32663
2023/07/25,35.80704
2023/07/26,35.30427
2023/07/27,35.3125
2023/07/28,35.24233
2023/07/29,32.43248
2023/07/30,31.33122
2023/07/31,33.23079
2023/08/01,33.51093
2023/08/02,34.12164
2023/08/03,32.72659
2023/08/04,32.607
2023/08/05,30.77584
2023/08/06,31.57173
2023/08/07,32.58695
2023/08/08,32.45853
2023/08/09,33.37459
2023/08/10,32.88135
2023/08/11,35.57767
2023/08/12,33.64262
2023/08/13,33.40367
2023/08/14,34.2775
2023/08/15,33.54609
2023/08/16,35.04279
2023/08/17,38.34188
2023/08/18,36.841
2023/08/19,36.27514
2023/08/20,36.77452
2023/08/21,35.49264
2023/08/22,33.66371
2023/08/23,35.56481
2023/08/24,35.5125
2023/08/25,35.3351
2023/08/26,36.09635
2023/08/27,36.37148
2023/08/28,36.38794
2023/08/29,36.78567
2023/08/30,36.98827
2023/08/31,37.16358
2023/09/01,37.49165
2023/09/02,37.56471
2023/09/03,38.85977
2023/09/04,40.03259
2023/09/05,40.49927
2023/09/06,40.68675
2023/09/07,41.34683
2023/09/08,41.21397
2023/09/09,40.02429
2023/09/10,40.44238
2023/09/11,40.39706
2023/09/12,40.70148
2023/09/13,41.05847
2023/09/14,42.73231
2023/09/15,43.24733
2023/09/16,41.57659
2023/09/17,39.95295
2023/09/18,41.41067
2023/09/19,39.98129
2023/09/20,40.00697
2023/09/21,40.44379
2023/09/22,40.67599
2023/09/23,37.7934
2023/09/24,37.70995
2023/09/25,38.14385
2023/09/26,39.43954
2023/09/27,39.05151
2023/09/28,39.10535
2023/09/29,40.30652
2023/09/30,38.68361
2023/10/01,38.53128
2023/10/02,38.76671
2023/10/03,39.72312
2023/10/04,40.52917
2023/10/05,40.04571
2023/10/06,39.95303
2023/10/07,38.99227
2023/10/08,39.29
2023/10/09,40.92326
2023/10/10,41.6
2023/10/11,41.50918
2023/10/12,40.4133
2023/10/13,41.30555
2023/10/14,41.72632
2023/10/15,42.78433
2023/10/16,42.24378
2023/10/17,41.99218
2023/10/18,42.44656
2023/10/19,43.00653
2023/10/20,42.84792
2023/10/21,39.58805
2023/10/22,41.02838
2023/10/23,41.365
2023/10/24,41.365
2023/10/25,41.365
2023/10/26,40.77008
2023/10/27,41.79649
2023/10/28,38.65406
2023/10/29,38.44465
2023/10/30,38.24956
2023/10/31,39.6073
2023/11/01,40.28183
2023/11/02,40.81066
2023/11/03,40.70063
2023/11/04,38.78629
2023/11/05,36.35569
2023/11/06,35.46952
2023/11/07,37.12275
2023/11/08,37.15365
2023/11/09,37.84
2023/11/10,38.5711
2023/11/11,37.85592
2023/11/12,36.97667
2023/11/13,36.56523
2023/11/14,37.79802
2023/11/15,38.68693
2023/11/16,40.23708
2023/11/17,40.68142
2023/11/18,41.19045
2023/11/19,41.14586
2023/11/20,40.68659
2023/11/21,41.92725
2023/11/22,41.82378
2023/11/23,43.11385
2023/11/24,43.74747
2023/11/25,42.46694
2023/11/26,43.34385
2023/11/27,43.5374
2023/11/28,43.62254
2023/11/29,43.525
2023/11/30,43.52729
2023/12/01,42.90558
2023/12/02,41.60385
2023/12/03,42.17252
2023/12/04,43.92093
2023/12/05,45.019
2023/12/06,45.61309
2023/12/07,45.81581
2023/12/08,45.16884
2023/12/09,43.9598
2023/12/10,43.47458
2023/12/11,44.22514
2023/12/12,44.87698
2023/12/13,45.05742
2023/12/14,45.25083
2023/12/15,46.28008
2023/12/16,46.97066
2023/12/17,47.71875
2023/12/18,48.80687
2023/12/19,47.60773
2023/12/20,47.36317
2023/12/21,45.31155
2023/12/22,45.84996
2023/12/23,44.1713
2023/12/24,43.6473
2023/12/25,42.9403
2023/12/26,43.02265
2023/12/27,43.0144
2023/12/28,42.15886
2023/12/29,44.1135
2023/12/30,44.19
2023/12/31,44.92969
2024/01/01,46.17374
2024/01/02,47.45046
2024/01/03,47.71525
2024/01/04,47.42095
2024/01/05,48.31646
2024/01/06,48.6252
2024/01/07,49.62486
2024/01/08,49.82805
2024/01/09,50.54275
2024/01/10,51.36425
2024/01/11,50.61856
2024/01/12,49.87357
2024/01/13,49.46479
2024/01/14,51.12957
2024/01/15,51.95229
2024/01/16,51.8716
2024/01/17,51.47283
2024/01/18,51.47408
2024/01/19,51.37791
2024/01/20,48.78782
2024/01/21,49.35627
2024/01/22,50.76547
2024/01/23,49.34368
2024/01/24,49.68277
2024/01/25,49.06412
2024/01/26,48.986
2024/01/27,49.25396
2024/01/28,48.75317
2024/01/29,48.2199
2024/01/30,48.57721
2024/01/31,48.54667
2024/02/01,49.03736
2024/02/02,49.06256
2024/02/03,45.53489
2024/02/04,45.13151
2024/02/05,46.90894
2024/02/06,48.71126
2024/02/07,48.45883
2024/02/08,48.19637
2024/02/09,47.31064
2024/02/10,43.51241
2024/02/11,43.16264
2024/02/12,44.28834
2024/02/13,45.06468
2024/02/14,45.39814
2024/02/15,46.05365
2024/02/16,45.34341
2024/02/17,45.47413
2024/02/18,45.56658
2024/02/19,46.12408
2024/02/20,45.61356
2024/02/21,45.6019
2024/02/22,45.61716
2024/02/23,44.47511
2024/02/24,41.31607
2024/02/25,41.30446
2024/02/26,42.50093
2024/02/27,42.75645
2024/02/28,42.54694
2024/02/29,43.07025
2024/03/01,43.344
2024/03/02,42.35638
2024/03/03,42.92984
2024/03/04,43.15833
2024/03/05,43.08015
2024/03/06,43.05212
2024/03/07,43.67343
2024/03/08,43.85104
2024/03/09,42.04021
2024/03/10,42.13107
2024/03/11,42.85291
2024/03/12,42.82901
2024/03/13,43.08188
2024/03/14,42.03167
2024/03/15,42.12958
2024/03/16,43.29143
2024/03/17,43.17472
2024/03/18,42.69
2024/03/19,41.48776
2024/03/20,42.01438
2024/03/21,41.90545
2024/03/22,41.47333
2024/03/23,38.73674
2024/03/24,40.33152
2024/03/25,42.45
2024/03/26,42.735
2024/03/27,42.735
2024/03/28,41.83187
2024/03/29,41.8321
2024/03/30,39.1744
2024/03/31,40.40121
2024/04/01,41.97195
2024/04/02,42.85086
2024/04/03,42.41162
2024/04/04,42.236
2024/04/05,39.46721
2024/04/06,35.70496
2024/04/07,35.43456
2024/04/08,39.62531
2024/04/09,40.79767
2024/04/10,42.39437
2024/04/11,42.54504
2024/04/12,43.06426
2024/04/13,37.72952
2024/04/14,36.52312
2024/04/15,39.0575
2024/04/16,39.05828
2024/04/17,41.59276
2024/04/18,42.36739
2024/04/19,42.85868
2024/04/20,41.39174
2024/04/21,40.76151
2024/04/22,41.72459
2024/04/23,43.1715
2024/04/24,43.17944
2024/04/25,43.80125
2024/04/26,42.67539
2024/04/27,40.70243
2024/04/28,40.51521
2024/04/29,42.04333
2024/04/30,42.265
2024/05/01,41.1481
2024/05/02,40.4291
2024/05/03,41.30148
2024/05/04,38.1705
2024/05/05,38.09378
2024/05/06,41.21062
2024/05/07,41.02655
2024/05/08,40.06233
2024/05/09,39.83493
2024/05/10,39.17462
2024/05/11,36.79786
2024/05/12,38.62203
2024/05/13,40.91887
2024/05/14,40.99583
2024/05/15,41.37596
2024/05/16,41.78309
2024/05/17,42.51568
2024/05/18,42.79517
2024/05/19,40.90484
2024/05/20,41.99852
2024/05/21,42.81263
2024/05/22,42.17483
2024/05/23,42.855
2024/05/24,42.855
2024/05/25,40.9954
2024/05/26,41.30729
2024/05/27,44.58039
2024/05/28,41.95056
2024/05/29,41.93161
2024/05/30,41.99557
2024/05/31,39.67235
2024/06/01,36.39469
2024/06/02,36.60512
2024/06/03,40.81662
2024/06/04,40.89058
2024/06/05,40.97183
2024/06/06,41.531
2024/06/07,41.98355
2024/06/08,39.15118
2024/06/09,38.01245
2024/06/10,38.38909
2024/06/11,41.11987
2024/06/12,41.66899
2024/06/13,41.76812
2024/06/14,39.33655
2024/06/15,36.3504
2024/06/16,37.27014
2024/06/17,41.89393
2024/06/18,41.60501
2024/06/19,41.04611
2024/06/20,40.61286
2024/06/21,40.85089
2024/06/22,38.63715
2024/06/23,39.92213
2024/06/24,41.43
2024/06/25,42.36254
2024/06/26,42.67463
2024/06/27,42.85479
2024/06/28,42.0615
2024/06/29,40.08335
2024/06/30,39.58456
2024/07/01,40.18245
2024/07/02,41.25442
2024/07/03,41.47905
2024/07/04,40.80911
2024/07/05,40.91053
2024/07/06,38.11945
2024/07/07,37.52398
2024/07/08,41.52434
2024/07/09,40.80702
2024/07/10,41.17
2024/07/11,41.15236
2024/07/12,41.51248
2024/07/13,41.25441
2024/07/14,40.43744
2024/07/15,40.99726
2024/07/16,41.3812
2024/07/17,42.51344
2024/07/18,42.62939
2024/07/19,42.59321
2024/07/20,41.34152
2024/07/21,42.27893
2024/07/22,44.07162
2024/07/23,44.04431
2024/07/24,44.043
2024/07/25,44.23737
2024/07/26,44.62271
2024/07/27,44.02996
2024/07/28,42.79643
2024/07/29,44.68142
2024/07/30,45.31661
2024/07/31,44.0642
2024/08/01,43.49532
2024/08/02,43.74897
2024/08/03,44.54931
2024/08/04,44.63259
2024/08/05,44.93909
2024/08/06,45.45067
2024/08/07,45.65258
2024/08/08,44.77334
2024/08/09,44.14731
2024/08/10,43.56603
2024/08/11,43.52397
2024/08/12,43.80489
2024/08/13,42.8133
2024/08/14,43.04937
2024/08/15,40.7878
2024/08/16,40.32374
2024/08/17,40.02229
2024/08/18,39.88584
2024/08/19,40.78485
2024/08/20,42.26206
2024/08/21,42.99109
2024/08/22,42.36601
2024/08/23,41.90325
2024/08/24,39.60058
2024/08/25,38.02524
2024/08/26,41.61564
2024/08/27,42.2827
2024/08/28,42.44718
2024/08/29,42.77029
2024/08/30,42.39512
2024/08/31,40.27978
2024/09/01,40.54311
2024/09/02,42.50209
2024/09/03,43.05222
2024/09/04,42.35292
2024/09/05,42.79234
2024/09/06,42.655
2024/09/07,40.51524
2024/09/08,40.43762
2024/09/09,40.16701
2024/09/10,40.39115
2024/09/11,41.56618
2024/09/12,42.18306
2024/09/13,43.55424
2024/09/14,43.14495
2024/09/15,42.56071
2024/09/16,42.63045
2024/09/17,39.72983
2024/09/18,40.24714
2024/09/19,43.54617
2024/09/20,44.10083
2024/09/21,42.94469
2024/09/22,42.98846
2024/09/23,43.78517
2024/09/24,43.6483
2024/09/25,42.59757
2024/09/26,38.49251
2024/09/27,38.73982
2024/09/28,39.55731
2024/09/29,40.19827
2024/09/30,41.28678
2024/10/01,41.62228
2024/10/02,41.23185
2024/10/03,41.39154
2024/10/04,41.50236
2024/10/05,39.2633
2024/10/06,40.29038
2024/10/07,41.19807
2024/10/08,40.63514
2024/10/09,42.77738
2024/10/10,43.40354
2024/10/11,42.46406
2024/10/12,42.08576
2024/10/13,41.50699
2024/10/14,43.00929
2024/10/15,43.0747
2024/10/16,42.30725
2024/10/17,42.18645
2024/10/18,41.94656
2024/10/19,42.48133
2024/10/20,40.62737
2024/10/21,41.8525
2024/10/22,43.90344
2024/10/23,44.58677
2024/10/24,45.30358
2024/10/25,45.10083
2024/10/26,46.40079
2024/10/27,45.77334
2024/10/28,45.66675
2024/10/29,45.52607
2024/10/30,46.132
2024/10/31,46.22994
2024/11/01,46.22775
2024/11/02,43.11847
2024/11/03,45.23812
2024/11/04,45.75766
2024/11/05,46.39889
2024/11/06,46.845
2024/11/07,46.90044
2024/11/08,46.54269
2024/11/09,43.88898
2024/11/10,42.90352
2024/11/11,42.55159
2024/11/12,45.21158
2024/11/13,47.16436
2024/11/14,48.07004
2024/11/15,48.00184
2024/11/16,48.24648
2024/11/17,47.96999
2024/11/18,48.34875
2024/11/19,49.25861
2024/11/20,49.76624
2024/11/21,49.98839
2024/11/22,49.724
2024/11/23,49.40141
2024/11/24,42.18802
2024/11/25,46.96417
2024/11/26,49.45271
2024/11/27,50.22403
2024/11/28,49.74679
2024/11/29,50.50236
2024/11/30,50.22643
2024/12/01,50.13801
2024/12/02,49.45883
2024/12/03,49.79366
2024/12/04,49.66542
2024/12/05,48.77703
2024/12/06,48.40418
2024/12/07,47.96661
2024/12/08,50.11362
2024/12/09,51.33526
2024/12/10,51.0827
2024/12/11,51.9
2024/12/12,52.23621
2024/12/13,52.31863
2024/12/14,52.84525
2024/12/15,52.92906
2024/12/16,53.10896
2024/12/17,52.90735
2024/12/18,51.45709
2024/12/19,51.04529
2024/12/20,52.04219
2024/12/21,48.97133
2024/12/22,47.08432
2024/12/23,49.53562
2024/12/24,50.24924
2024/12/25,51.18007
2024/12/26,52.94139
2024/12/27,53.12425
2024/12/28,52.22803
2024/12/29,51.34756
2024/12/30,50.58656
2024/12/31,50.71443
2025/01/01,52.21246
2025/01/02,53.41736
2025/01/03,53.88969
2025/01/04,51.59584
2025/01/05,51.78927
2025/01/06,52.4699
2025/01/07,54.42016
2025/01/08,55.455
2025/01/09,55.38983
2025/01/10,54.01846
2025/01/11,54.67031
2025/01/12,55.4994
2025/01/13,53.83203
2025/01/14,54.08245
2025/01/15,55.766
2025/01/16,55.766
2025/01/17,56.08225
2025/01/18,56.19329
2025/01/19,56.18311
2025/01/20,56.23433
2025/01/21,56.206
2025/01/22,56.206
2025/01/23,56.1595
2025/01/24,56.16499
2025/01/25,55.17308
2025/01/26,50.38833
2025/01/27,49.91241
2025/01/28,50.22103
2025/01/29,52.98184
2025/01/30,53.41504
2025/01/31,53.37749
2025/02/01,50.28716
2025/02/02,50.2675
2025/02/03,50.281
2025/02/04,49.10694
2025/02/05,48.88433
2025/02/06,48.64016
2025/02/07,48.11767
2025/02/08,46.09332
2025/02/09,46.75216
2025/02/10,47.61038
2025/02/11,47.56392
2025/02/12,48.90537
2025/02/13,49.75788
2025/02/14,50.68259
2025/02/15,49.81015
2025/02/16,49.02129
2025/02/17,49.64733
2025/02/18,49.809
2025/02/19,49.676
2025/02/20,47.74083
2025/02/21,47.50737
2025/02/22,45.26355
2025/02/23,45.52114
2025/02/24,46.84573
2025/02/25,47.47965
2025/02/26,48.01542
2025/02/27,48.14031
2025/02/28,48.155
2025/03/01,47.45885
2025/03/02,46.97776
2025/03/03,46.92136
2025/03/04,47.77133
2025/03/05,48.105
2025/03/06,47.62756
2025/03/07,46.69827
2025/03/08,44.43722
2025/03/09,44.47056
2025/03/10,46.4177
2025/03/11,45.73887
2025/03/12,45.79203
2025/03/13,46.11965
2025/03/14,47.22845
2025/03/15,46.32632
2025/03/16,46.18414
2025/03/17,46.68167
2025/03/18,46.69816
2025/03/19,46.945
2025/03/20,45.82548
2025/03/21,43.52838
2025/03/22,43.34706
2025/03/23,44.46312
2025/03/24,46.60188
2025/03/25,46.70039
2025/03/26,45.97588
2025/03/27,45.47559
2025/03/28,45.94946
2025/03/29,42.95352
2025/03/30,41.58868
2025/03/31,44.10062
2025/04/01,43.86026
2025/04/02,43.38702
2025/04/03,41.71737
2025/04/04,41.35142
2025/04/05,39.49572
2025/04/06,39.02442
2025/04/07,41.56415
2025/04/08,42.9445
2025/04/09,44.36517
2025/04/10,44.2553
2025/04/11,43.51266
2025/04/12,40.92263
2025/04/13,41.36516
2025/04/14,44.34244
2025/04/15,43.21074
2025/04/16,44.13246
2025/04/17,44.31246
2025/04/18,41.51912
2025/04/19,38.93462
2025/04/20,37.48667
2025/04/21,39.6715
2025/04/22,39.82186
2025/04/23,39.97999
2025/04/24,39.51704
2025/04/25,39.46076
2025/04/26,38.32463
2025/04/27,37.59897
2025/04/28,37.75159
2025/04/29,38.87105
2025/04/30,39.54287
2025/05/01,37.83147
2025/05/02,37.69398
2025/05/03,38.01922
2025/05/04,38.10528
2025/05/05,38.77467
2025/05/06,39.34346
2025/05/07,41.16289
2025/05/08,43.39772
2025/05/09,43.8237
2025/05/10,38.7007
2025/05/11,38.99368
2025/05/12,42.3658
2025/05/13,42.64388
2025/05/14,42.21327
2025/05/15,40.54031
2025/05/16,39.20585
2025/05/17,37.46239
2025/05/18,37.55382
2025/05/19,39.02086
2025/05/20,39.56353
2025/05/21,40.87793
2025/05/22,40.72379
2025/05/23,40.04799
2025/05/24,36.66346
2025/05/25,33.44797
2025/05/26,35.13164
2025/05/27,35.96631
2025/05/28,36.87654
2025/05/29,39.69312
2025/05/30,40.57825
2025/05/31,40.33527
2025/06/01,41.36772
2025/06/02,41.86862
2025/06/03,42.63423
2025/06/04,42.34017
2025/06/05,41.29588
2025/06/06,40.54265
2025/06/07,37.87229
2025/06/08,36.61506
2025/06/09,40.4259
2025/06/10,42.66759
2025/06/11,42.60712
2025/06/12,41.92579
2025/06/13,42.67329
2025/06/14,42.36601
2025/06/15,42.06367
2025/06/16,42.38861
2025/06/17,42.73179
2025/06/18,43.42041
2025/06/19,41.88124
2025/06/20,42.19205
2025/06/21,40.5188
2025/06/22,41.17429
2025/06/23,42.2785
2025/06/24,42.03178
2025/06/25,40.54008
2025/06/26,39.55903
2025/06/27,39.29885
2025/06/28,38.18136
2025/06/29,38.80881
2025/06/30,38.1715
2025/07/01,39.70259
2025/07/02,41.01341
2025/07/03,40.78457
2025/07/04,41.94038
2025/07/05,41.38538
2025/07/06,41.39969
2025/07/07,43.86107
2025/07/08,44.7472
2025/07/09,44.71132
2025/07/10,45.12498
2025/07/11,46.4552
2025/07/12,44.32646
2025/07/13,44.39156
2025/07/14,44.04124
2025/07/15,44.53094
2025/07/16,43.91483
2025/07/17,43.98097
2025/07/18,44.26876
2025/07/19,45.22893
2025/07/20,42.83808
2025/07/21,40.88704
2025/07/22,42.45698
2025/07/23,43.00218
2025/07/24,43.21807
2025/07/25,43.23841
2025/07/26,45.03049
2025/07/27,45.19887
2025/07/28,45.97352
2025/07/29,44.96394
2025/07/30,43.90563
2025/07/31,45.24766
2025/08/01,45.29644
2025/08/02,42.23214
2025/08/03,43.71785
2025/08/04,44.11413
2025/08/05,41.39951
2025/08/06,44.66056
2025/08/07,44.59717
2025/08/08,44.92584
2025/08/09,43.09632
2025/08/10,42.56137
2025/08/11,40.91542
2025/08/12,40.90812
2025/08/13,41.01711
2025/08/14,42.94988
2025/08/15,41.8797
2025/08/16,41.47284
2025/08/17,41.63663
2025/08/18,42.16983
2025/08/19,42.60579
2025/08/20,44.05499
2025/08/21,44.12062
2025/08/22,43.48662
2025/08/23,40.62719
2025/08/24,41.37494
2025/08/25,44.22957
2025/08/26,43.39718
2025/08/27,44.43616
2025/08/28,44.28466
2025/08/29,44.39556
2025/08/30,42.3484
2025/08/31,42.13515
2025/09/01,43.02481
2025/09/02,43.29642
2025/09/03,41.899
2025/09/04,41.85145
2025/09/05,43.92777
2025/09/06,44.20458
2025/09/07,46.14392
2025/09/08,47.06075
2025/09/09,46.4218
2025/09/10,44.41907
2025/09/11,46.61099
2025/09/12,45.14662
2025/09/13,44.3703
2025/09/14,45.20116
2025/09/15,44.42112
2025/09/16,45.66101
2025/09/17,46.13717
2025/09/18,44.75973
2025/09/19,45.75517
2025/09/20,42.79284
2025/09/21,43.64679
2025/09/22,46.27421
2025/09/23,46.63789
2025/09/24,47.01609
2025/09/25,48.12479
2025/09/26,49.02501
2025/09/27,47.75065
2025/09/28,47.81759
2025/09/29,48.50401
2025/09/30,49.05413
2025/10/01,48.92619
2025/10/02,48.18031
2025/10/03,46.36969
2025/10/04,36.02111
2025/10/05,38.50863
2025/10/06,44.48306
2025/10/07,43.10282
2025/10/08,43.69911
2025/10/09,42.97794
2025/10/10,42.96236
2025/10/11,42.1534
2025/10/12,41.54625
2025/10/13,40.6514
2025/10/14,40.97916
2025/10/15,42.81165
2025/10/16,43.34845
2025/10/17,43.18708
2025/10/18,43.16349
2025/10/19,43.0925
2025/10/20,44.35946
2025/10/21,45.87375
2025/10/22,46.30666
2025/10/23,43.51217
2025/10/24,43.71428
2025/10/25,42.15222
2025/10/26,40.9271
2025/10/27,45.29331
2025/10/28,46.18833
2025/10/29,47.14539
2025/10/30,47.83867
2025/10/31,46.61746
2025/11/01,43.2157
2025/11/02,44.07767
2025/11/03,46.51571
2025/11/04,46.9075
2025/11/05,47.15011
2025/11/06,47.9569
2025/11/07,48.01551
2025/11/08,48.35814
2025/11/09,47.06219
2025/11/10,47.78979
2025/11/11,46.48252
2025/11/12,44.92669
2025/11/13,47.829
2025/11/14,48.95404
2025/11/15,49.66447
2025/11/16,49.9661
2025/11/17,50.5243
2025/11/18,50.21868
2025/11/19,49.53735
2025/11/20,50.10183
2025/11/21,49.83913
2025/11/22,50.7771
2025/11/23,52.2775
2025/11/24,52.45062
2025/11/25,52.15888
2025/11/26,52.15835
2025/11/27,52.2066
2025/11/28,51.55198
2025/11/29,51.07723
2025/11/30,50.874
2025/12/01,52.48858
2025/12/02,51.56943
2025/12/03,53.05257
2025/12/04,52.56354
2025/12/05,52.58692
2025/12/06,51.57149
2025/12/07,51.23281
2025/12/08,53.41175
2025/12/09,54.1771
2025/12/10,54.1706
2025/12/11,54.17427
2025/12/12,54.29917
2025/12/13,54.20431
2025/12/14,54.21625
2025/12/15,53.04049
2025/12/16,
2025/12/17,
2025/12/18,
2025/12/19,
2025/12/20,
2025/12/21,
2025/12/22,
2025/12/23,
2025/12/24,
2025/12/25,
2025/12/26,
2025/12/27,
2025/12/28,
2025/12/29,
2025/12/30,
2025/12/31,
